1437	F	56
144	F	31
1440	F	41
1442	F	24
1443	F	41
1446	F	41
1447	F	24
1448	M	31
1449	F	41
1450	F	24
1451	F	41
1454	F	24
1455	M	51
1456	F	31
1457	F	31
1464	F	41
1465	F	56
147	F	24
1470	F	24
1472	F	31
1475	M	31
148	F	56
1481	F	41
1483	F	24
1484	F	31
149	F	31
1491	F	24
1498	F	24
15	F	31
150	F	41
1501	F	31
1502	F	24
1503	F	31
1506	F	31
1508	M	7
1509	F	7
151	M	31
1511	F	41
1515	F	31
1516	M	31
1519	F	24
1527	F	24
1530	F	31
1532	F	24
1534	F	56
1536	M	41
1542	F	24
1546	F	31
1547	F	62
1548	F	41
1549	F	41
1550	F	24
1551	F	31
1552	F	51
1555	M	24
1556	F	24
156	M	51
1561	M	24
1567	F	31
1569	M	62
157	F	41
1571	F	31
1578	F	24
1579	F	31
1584	F	31
1586	F	51
1591	F	56
1592	F	41
1596	M	24
1599	F	31
1601	F	31
1602	M	31
1604	F	31
1605	M	24
1609	M	41
161	F	51
1613	F	24
1617	F	31
1618	F	56
1622	F	24
1626	F	24
1628	F	24
1630	F	51
1632	F	31
1635	F	31
1647	F	24
1648	F	56
1649	F	24
165	F	24
1650	F	31
166	F	24
1660	M	31
1662	F	31
1663	F	24
1666	F	31
1667	F	56
1668	F	41
1670	M	62
1680	F	31
1681	F	24
1684	F	24
169	F	31
1693	F	31
1695	F	31
1697	M	24
17	F	56
170	F	31
1701	M	31
1707	F	56
171	M	56
1712	F	31
1716	F	31
1717	M	56
1724	F	24
1725	F	24
173	F	31
1733	F	24
1734	F	51
1737	F	41
1739	F	62
1741	F	41
1742	F	31
1743	F	41
1744	F	41
1745	F	51
1748	F	56
175	M	31
1752	F	31
1753	F	41
1755	M	24
1756	M	31
1757	F	31
1758	M	31
1759	F	31
1765	F	24
1767	F	31
1773	F	24
1776	F	31
1781	M	41
1784	F	24
1789	F	7
1791	F	24
1793	F	31
1794	F	31
1796	F	56
1797	F	41
1799	F	41
18	M	24
1800	F	24
1802	F	24
1803	F	31
1804	F	31
1806	F	24
1807	F	24
181	F	24
182	F	24
1822	M	31
1824	M	24
1828	F	24
1831	F	24
1833	F	24
1835	F	31
1836	F	31
1837	F	31
184	M	31
1841	F	24
1842	F	24
1843	F	31
1845	F	31
1846	F	51
1847	F	24
1851	F	31
1854	F	31
1855	F	24
186	F	24
1860	F	62
1863	F	24
1865	M	24
1866	F	31
1867	F	56
1880	F	41
1883	M	56
1884	F	51
1886	F	31
1889	F	24
1890	F	56
1891	F	51
1893	M	41
1894	M	41
1897	M	56
1899	M	51
1908	F	62
1910	F	7
1912	F	31
1916	F	51
192	F	24
1920	M	41
1922	M	31
1926	M	7
1930	F	31
1932	F	31
1937	F	31
1940	F	31
1941	F	41
1943	F	24
1947	F	31
1949	F	24
195	F	31
1957	M	24
1958	M	31
1959	M	56
1960	F	51
1962	M	24
1963	M	56
1968	F	31
1969	M	31
1971	M	31
1972	F	51
1974	F	41
1976	F	41
1980	F	41
1984	F	24
1988	M	31
199	F	24
1991	F	31
1994	F	41
1995	F	31
1998	M	56
2000	F	24
2008	F	31
2009	M	41
201	M	41
2010	F	24
2015	F	24
2017	F	31
2018	F	41
2020	F	31
2022	F	31
2023	F	24
2025	F	62
2027	M	31
2030	F	31
2038	M	51
2039	F	56
204	F	31
2041	M	31
2042	F	7
2046	F	41
2047	F	7
2051	F	41
2053	F	51
2055	F	56
2056	F	31
2063	F	31
2064	F	41
2070	M	41
2073	M	24
2077	F	24
2078	F	24
208	F	41
2084	F	24
2089	F	41
2092	F	62
2100	M	31
2102	F	31
2105	F	31
2109	F	31
2119	F	41
212	F	31
2122	F	41
2124	F	31
2131	F	31
2136	F	41
2145	F	24
2154	F	31
2156	F	24
2157	M	24
2158	F	31
216	F	51
2161	M	41
2162	M	7
2165	F	31
2171	F	41
2172	F	24
2173	F	56
2174	F	56
2176	F	7
2177	M	41
2178	F	51
2179	M	31
2181	F	31
2185	F	51
2186	F	24
2188	M	24
2197	M	31
220	F	31
2203	F	51
2206	F	51
2208	F	31
2210	F	51
2215	M	31
2219	F	31
2221	F	62
2222	M	51
2225	F	31
2230	M	51
2231	F	56
2232	F	31
2235	F	7
2236	F	7
2237	M	41
2239	F	24
224	M	24
2243	F	51
2244	F	7
2246	F	31
2247	F	51
2256	M	51
2258	M	24
2259	M	62
2263	F	31
2264	M	51
2266	M	56
2271	F	56
2272	F	31
2276	F	62
2277	M	51
2280	F	62
2281	F	51
2286	F	41
2287	F	62
2288	F	7
2289	M	56
229	F	24
2290	F	31
2293	M	62
2297	F	62
230	F	51
2300	F	62
2302	F	56
2303	F	56
2307	F	31
2309	M	51
2317	M	51
2318	F	62
2321	F	31
2322	M	62
2324	F	41
2332	F	62
2333	F	56
2334	M	62
2338	F	51
2339	M	62
234	F	41
2349	F	31
235	F	31
2351	M	31
2353	M	41
2358	M	62
2368	M	62
2372	M	51
2374	F	31
2376	F	31
2379	F	24
2380	F	31
2387	F	31
2388	F	62
239	F	24
2397	M	41
2398	F	31
24	M	31
2402	F	51
2405	F	56
2407	F	41
2409	M	41
2410	F	62
2413	M	62
2416	F	51
2421	F	41
2425	M	41
2426	F	62
2429	F	31
2436	F	31
2438	F	41
2446	F	24
2448	F	41
245	F	41
2452	F	51
2453	F	31
2454	F	24
2459	F	56
2461	F	24
2464	M	24
2465	F	56
2468	F	56
247	F	31
2477	F	51
2478	F	56
2479	M	31
2484	F	51
2485	F	41
2487	F	51
2488	M	51
2489	M	41
2492	M	51
2494	F	24
2496	F	56
2498	F	62
2500	F	62
2501	F	31
2504	F	31
2509	F	31
2512	M	51
2514	F	62
2521	F	41
2526	F	62
2529	M	41
2535	M	62
2537	F	41
2540	M	51
2543	M	41
2545	F	62
2547	M	41
255	F	41
2550	F	56
2552	M	31
2554	F	31
2557	M	24
2560	M	51
2562	F	24
2564	M	41
2565	F	41
2566	F	41
257	F	24
2570	M	62
2572	F	41
2573	F	51
2578	F	56
258	F	31
2581	F	31
2585	F	51
2587	F	41
2589	F	31
2591	F	24
2592	F	56
2593	F	62
2595	F	24
2600	F	31
2602	F	51
2603	F	31
2605	F	41
2607	M	62
2609	M	56
261	F	31
2614	F	31
2615	F	31
2616	F	41
2617	M	51
2619	F	41
2620	F	24
2621	F	24
2628	M	31
2629	F	31
2634	F	62
2636	F	24
2638	F	31
2639	M	31
2641	F	31
2643	F	51
2645	F	31
265	M	41
2650	F	51
2657	M	7
2658	F	31
2659	F	41
266	F	41
2663	M	31
2665	F	41
2666	F	51
267	F	51
2674	F	31
2676	F	62
2677	M	41
2679	M	24
2681	M	31
2682	F	24
2683	F	41
2685	F	51
2688	F	31
2689	F	31
2691	F	24
2692	M	24
2693	F	62
2699	M	62
2703	F	41
2704	F	62
2707	F	62
272	F	24
2726	F	51
2733	F	51
2736	F	51
2737	F	31
2738	M	56
2743	F	31
2747	M	24
2749	F	31
275	F	31
2750	M	31
2752	F	31
2756	F	24
2759	F	31
2764	F	31
2769	F	31
2770	F	41
2771	F	24
2773	F	41
2774	F	31
2776	F	31
2777	F	24
2781	F	41
2783	F	51
2784	F	56
2785	F	62
2787	F	31
2788	F	62
2791	F	62
2792	F	24
2793	F	41
2794	F	31
2796	F	31
2799	F	24
28	M	31
2804	M	41
2805	F	62
2809	F	31
281	M	41
2810	M	7
2814	F	41
2818	F	31
2823	F	31
283	F	31
2830	F	41
2832	F	31
2837	F	24
2838	F	24
2840	F	31
2841	F	56
2845	F	31
2859	F	24
2860	F	41
2862	F	51
2866	F	31
287	F	56
2870	F	56
2872	F	31
2873	M	24
2887	F	31
2888	F	31
2889	F	41
289	M	31
2892	F	31
2895	F	31
2897	F	31
2898	F	24
290	M	31
2904	F	31
2905	F	41
2907	M	41
2909	F	31
291	F	41
2912	M	24
2917	F	31
2918	F	31
2919	F	24
2926	M	24
2928	F	31
2929	F	24
293	F	62
2930	F	56
2931	F	24
2933	F	41
2934	M	41
2937	M	24
2942	M	56
2944	M	24
2946	F	41
295	F	24
2951	M	41
2952	F	31
2955	F	41
2957	F	24
2960	F	24
2964	F	31
2965	M	41
2969	F	31
2974	F	24
2975	F	41
2978	F	41
298	M	24
2980	F	51
2986	F	31
2987	F	24
2989	F	41
2995	F	31
2997	M	41
2998	M	31
30	M	41
3001	F	24
3004	M	24
3006	F	24
301	F	24
3017	M	41
3018	F	41
302	F	24
3022	F	31
3029	F	24
303	F	31
3031	F	24
3032	F	31
3033	F	24
3035	M	31
3036	F	62
3038	M	41
3042	F	62
3045	F	51
3054	F	24
3055	M	31
3056	F	31
3057	M	31
3058	F	24
3059	F	41
3061	F	51
3065	M	24
3067	M	31
3069	F	24
307	F	56
3072	F	56
3074	F	31
3075	M	31
308	F	31
3081	F	31
3082	M	41
3085	F	31
3088	M	31
309	F	31
3093	M	51
3097	M	31
310	M	24
3101	F	24
3106	F	31
3108	F	56
311	F	24
3110	F	31
3112	F	24
3118	F	31
3125	F	31
3127	M	31
3128	F	24
3130	F	31
314	M	62
3140	M	31
3143	M	56
3146	F	31
3147	F	31
3148	F	24
3153	M	31
3154	M	31
3155	F	31
3158	F	31
3159	M	31
3161	F	31
3163	F	24
3167	F	31
3171	M	56
3174	M	24
3175	F	41
3176	F	31
3177	M	31
3182	F	31
319	M	56
3192	F	24
3195	F	24
3205	M	41
3210	M	51
3211	F	56
3213	M	31
3217	M	41
3219	M	24
3220	F	41
3224	M	31
3225	F	24
3227	M	31
3228	F	31
3229	M	62
3231	F	31
3238	F	41
3239	M	31
3243	F	31
3246	M	41
3250	F	31
3259	M	24
3260	F	31
3261	F	51
3265	F	31
3266	M	31
3269	M	24
327	F	41
3270	F	24
3271	M	41
3272	F	41
3276	F	31
3277	F	31
3279	F	51
3281	F	31
3282	F	51
3284	F	31
3285	F	31
3289	F	51
329	F	41
3291	M	31
3292	M	56
3299	M	31
330	F	62
3300	F	41
3305	F	62
331	F	31
3310	F	51
3311	F	31
3313	F	41
3317	F	31
3318	F	62
332	F	56
3320	F	31
3328	F	62
3329	F	56
3330	M	41
3331	M	31
3338	F	51
3339	F	31
334	M	62
3340	F	51
3347	M	41
3353	F	41
3356	F	41
3363	M	41
3364	F	62
3367	F	56
337	F	24
3371	F	31
3375	F	31
3376	F	41
338	F	41
3380	F	56
3389	F	24
3391	F	24
3394	F	41
3400	F	31
3401	F	41
3403	F	41
3411	F	24
3412	F	31
3413	M	31
3414	F	31
3415	F	41
3419	F	51
3423	F	31
3424	F	31
3425	F	24
3426	F	31
3428	F	51
3430	M	51
3433	F	24
3434	F	24
3435	F	51
3436	F	41
344	F	41
3441	M	31
3442	F	24
3445	M	41
3449	F	31
3452	F	31
3453	F	41
3456	F	31
3458	F	51
346	M	31
3460	F	7
3462	M	31
3469	F	51
3471	F	24
3472	F	31
3474	F	41
3475	F	31
348	F	56
3481	F	24
3483	M	51
3487	F	24
349	F	7
3490	F	31
3491	F	31
3493	F	31
3499	F	31
3500	F	41
3501	M	41
3502	M	24
3503	F	24
3504	F	24
3506	F	24
3507	F	31
3509	F	24
351	F	24
3514	F	24
3516	F	24
3518	M	24
352	F	24
3524	M	31
3531	M	31
3532	M	41
3536	F	24
3539	M	31
3541	F	31
3543	F	31
3548	F	51
355	F	24
3550	F	31
3551	M	62
3558	F	24
3559	F	24
3560	M	31
3563	F	31
3565	F	31
3568	F	31
3578	F	56
358	M	62
3585	F	41
3586	F	41
3588	F	31
3589	M	51
3590	M	24
3591	F	41
3592	M	62
36	F	31
360	F	41
3600	F	41
3601	M	41
3606	M	31
3607	F	41
3612	F	31
3618	F	62
3620	F	31
3621	F	24
3624	F	31
3626	F	31
3629	M	56
3631	F	24
3641	F	31
3644	M	31
3646	F	41
3650	F	31
3651	F	31
3655	M	31
3658	M	31
3659	F	24
366	F	56
3664	M	41
3668	M	51
3669	F	31
3672	F	41
3673	F	31
3674	F	31
3675	F	41
368	F	31
3680	M	31
3681	F	31
3683	F	31
3684	F	31
3687	M	56
3688	F	24
3690	F	24
3691	F	31
3694	F	31
3695	F	31
3696	F	41
370	F	24
3700	F	31
3704	M	41
3705	F	51
3709	F	31
3713	M	31
3716	F	24
3717	F	41
3720	F	51
3721	F	31
3724	F	41
3729	F	24
3731	F	31
3733	F	24
3735	F	31
3736	F	41
3737	F	31
3739	F	62
3740	F	24
3742	F	31
3746	F	31
375	F	31
3751	M	41
3752	M	24
3755	M	56
3756	F	24
3757	F	31
3758	M	41
376	F	41
3760	F	56
3761	F	31
3768	F	31
3769	F	31
377	F	31
3770	M	41
3774	F	31
3775	F	41
3778	F	31
378	M	24
3780	F	7
3782	M	31
3784	M	31
379	M	41
3791	F	56
3792	F	31
3796	F	51
3810	F	56
3815	F	31
3817	F	41
3822	F	51
3823	F	62
3824	F	31
3825	F	24
3828	F	31
3830	F	24
3831	M	24
3832	M	31
3833	F	31
3834	F	24
3836	M	56
3837	F	31
3845	F	31
3848	F	31
3850	F	24
3851	F	31
3852	F	56
3853	F	31
3854	F	31
3862	F	31
3873	M	51
3876	F	31
3878	F	41
3882	F	62
3885	F	31
3892	F	31
3894	F	41
3898	F	51
3900	M	31
3905	F	31
3910	F	31
3913	F	24
3914	F	41
3916	F	31
392	F	24
3929	F	31
3930	F	62
3939	F	51
3940	F	41
3945	M	51
3946	M	31
3949	F	51
395	F	24
3950	F	31
396	F	31
3963	F	56
3966	F	31
3967	M	24
397	F	41
3974	F	41
3976	M	31
3978	F	41
3984	F	31
3985	F	51
3989	F	56
3995	F	41
400	M	24
4007	F	41
4009	F	24
4011	F	31
4013	F	31
4018	M	51
402	F	31
4022	F	41
4028	F	31
403	F	24
4034	F	31
4036	F	31
4038	F	56
404	F	24
4043	M	31
4048	M	41
4055	F	56
4058	F	31
4060	F	31
4063	M	41
4064	F	51
4066	F	31
4072	F	56
4076	F	31
4079	F	41
4080	F	41
4082	F	31
4085	M	31
4086	M	7
4088	F	31
4089	F	31
409	F	24
4094	F	31
4096	F	31
4099	F	41
4103	F	24
411	M	51
4111	F	31
4116	F	41
4117	F	24
412	F	41
4122	F	24
4129	F	62
413	F	31
4134	M	51
4139	F	62
414	F	31
4140	F	31
4141	F	41
4144	F	24
4146	F	41
4154	F	31
4156	F	62
4159	M	56
4167	F	31
4168	M	51
4169	F	56
4171	F	62
4172	F	41
4173	M	24
4177	F	41
4184	F	56
4186	F	31
4188	F	56
4189	F	41
419	F	24
4191	M	51
4193	F	62
4194	F	24
4195	M	62
4199	M	31
42	F	31
4203	F	31
4204	F	41
4212	F	62
4214	M	31
4217	F	24
4221	F	41
4222	M	51
4228	F	56
4233	F	41
424	F	31
4241	F	41
425	F	31
4250	M	56
4251	F	51
426	F	24
4271	F	41
4274	M	51
4275	M	51
4277	F	41
428	M	24
429	F	24
4290	F	31
4299	M	31
4301	F	41
4302	F	56
4308	F	31
431	F	24
4310	F	31
4312	F	31
4313	M	31
4318	F	31
4322	M	56
4323	F	24
4328	F	56
433	F	56
4335	F	41
4337	F	24
4342	F	31
4344	F	31
4345	M	31
4350	F	24
4353	F	31
4354	F	41
4356	F	41
436	F	24
4361	F	41
4363	F	41
4364	F	31
4365	M	56
4368	F	24
437	F	41
4373	F	56
4375	M	31
4379	F	31
438	F	24
4381	F	31
4386	F	31
4387	M	24
4395	F	56
44	F	51
4403	F	31
4405	F	31
4406	F	31
4408	M	51
4409	F	31
4410	F	24
4411	F	24
4418	M	56
4422	F	31
4425	F	41
4426	F	51
443	F	31
4430	M	31
4431	F	7
4433	F	31
4436	F	31
4438	F	56
444	F	62
4440	F	41
4446	F	24
4451	F	31
4452	M	31
4457	F	41
4458	M	31
4459	F	31
4465	F	24
447	M	51
4470	F	41
4471	F	31
4473	F	41
4480	F	31
4482	M	41
4489	F	24
4491	F	24
4492	F	62
4498	F	56
4499	F	31
450	F	51
4502	F	56
4506	F	56
4507	F	24
4509	F	31
451	F	62
4510	F	51
4512	F	31
4514	F	24
4517	M	24
452	F	56
4521	F	41
4522	F	51
4525	F	31
4526	F	31
453	F	24
4530	M	41
4532	F	31
4534	F	24
4538	F	31
4540	M	31
4543	F	31
4552	F	31
4556	F	51
4560	F	31
4562	F	41
4563	M	31
4564	F	41
4565	F	41
457	F	24
4577	F	41
4578	F	31
4579	M	24
4588	M	31
4590	M	24
4591	F	31
4593	M	51
4596	M	24
4601	F	41
4605	F	31
4607	F	31
4608	M	31
461	F	56
4611	M	24
4615	F	31
4617	M	31
4620	M	24
4621	F	31
4628	M	62
4630	M	31
4634	F	56
4635	F	24
4637	M	41
4646	M	31
4647	F	41
4649	F	62
4650	F	31
4653	F	41
4654	F	41
4655	M	31
4657	F	51
4659	M	31
4662	M	24
4664	M	51
467	M	41
4679	F	62
468	M	7
4680	F	41
4682	F	31
4684	M	31
4686	F	24
4687	F	41
4688	F	31
4693	F	24
4694	F	62
47	F	24
4700	M	24
4702	F	31
4705	M	24
4706	F	31
4708	F	31
4709	F	51
471	F	41
4712	F	41
4714	F	56
4715	F	31
4724	M	62
4727	M	62
4732	F	31
4733	F	24
4734	F	56
4736	F	24
4739	F	31
4745	M	24
4747	F	24
4748	F	51
4757	F	41
4758	M	62
4762	M	31
4765	M	41
4768	F	31
477	F	41
4771	M	31
4773	F	51
4779	F	51
4780	F	31
4786	F	51
4789	F	41
4793	M	31
4795	F	51
48	F	31
480	M	24
4800	F	24
4802	F	62
4806	F	31
4809	M	56
4814	F	24
4819	F	41
4821	F	24
4824	F	31
4826	F	51
4830	F	7
4831	M	31
4834	M	51
4836	M	51
4838	F	51
4840	M	51
4842	M	41
4845	M	31
4848	M	41
4849	M	24
4850	M	51
4852	F	41
4854	M	56
4855	F	31
4857	F	31
4858	F	31
486	F	62
4861	F	31
4865	M	41
4867	F	31
4875	F	41
4876	M	41
4879	F	31
4880	M	51
4881	F	51
4884	F	41
4888	M	62
4889	F	24
4890	M	31
4894	F	41
4898	F	31
4899	F	31
49	F	24
4901	F	31
4905	M	51
4906	F	56
4918	M	24
4924	M	41
4927	F	51
493	F	56
4933	F	31
4934	M	31
4937	F	41
4939	F	31
4947	F	41
495	F	24
4950	F	31
4953	F	41
4957	F	31
4958	F	24
4959	F	31
4962	F	31
4963	F	51
4964	F	41
4967	F	24
4970	M	31
4973	M	62
4975	F	41
498	F	41
4980	F	31
4983	M	51
4989	F	31
499	M	31
500	M	24
5000	F	31
5002	F	31
5005	F	51
5007	M	24
5008	F	31
5010	F	51
5011	F	24
5014	F	51
5015	F	41
5016	M	41
5018	M	62
5019	F	31
502	F	41
5021	F	56
5025	F	31
5026	F	31
5029	F	31
5031	M	31
5034	M	31
5037	F	41
5038	F	31
5042	M	24
5046	F	31
5049	F	31
5050	M	24
5054	F	41
5064	F	24
5065	F	31
5070	F	31
5074	F	7
5077	F	31
508	F	31
5081	M	24
5084	F	24
5086	F	31
5087	M	31
509	F	31
5091	F	31
5093	F	56
5094	F	24
5096	F	31
5097	F	62
5100	F	56
5101	F	31
5102	F	31
5103	M	41
5110	F	41
5115	F	62
5118	F	7
5124	F	41
5126	F	31
5128	F	56
5130	M	56
5131	M	31
5134	F	31
5135	F	41
5140	F	31
5142	F	31
5148	F	31
515	F	31
5153	F	31
5156	F	24
5157	F	41
5158	M	24
5161	F	31
5163	F	51
5164	M	41
5165	F	41
5166	F	56
5169	M	56
518	M	41
5181	F	31
5184	F	24
5185	M	41
5187	F	24
5191	M	31
5194	F	31
5198	M	24
52	F	24
520	M	41
5205	F	31
5206	F	41
5210	M	41
5212	F	24
5220	F	31
523	F	56
5233	F	31
524	F	24
5241	M	31
5246	M	24
5252	F	31
5253	M	62
5255	F	7
5256	F	31
5261	F	41
5266	F	41
5272	F	31
5275	F	31
5277	F	31
5281	F	31
5284	F	31
529	F	41
5291	F	51
5293	F	31
5296	M	7
5303	M	62
5304	M	41
5305	M	24
5309	F	31
531	M	24
5312	F	31
5315	F	31
5317	M	31
5321	F	31
5329	M	31
533	F	31
5331	F	41
5333	M	31
5335	F	31
5339	F	24
534	F	31
5340	M	56
5343	M	31
5344	M	56
5348	F	24
5349	M	56
5353	F	31
5359	F	24
5363	F	62
5366	F	24
5367	F	24
5371	F	31
5376	F	31
538	F	62
5387	M	31
5388	M	24
5393	F	41
5397	F	24
5401	M	24
5402	M	31
5404	F	31
5406	M	41
5412	F	31
5418	M	31
5421	F	41
5423	M	56
5424	M	41
5425	F	24
5427	F	41
5428	M	31
5429	M	31
543	F	31
5430	M	51
5432	F	62
5433	M	41
5438	F	31
5443	F	31
5446	M	56
5448	F	51
5452	F	41
5453	F	24
5454	F	41
5455	M	24
5460	F	24
5463	F	41
5464	F	41
5466	F	31
5468	F	31
5469	F	41
547	F	41
5475	F	31
5476	M	41
5482	F	24
5483	M	31
5484	F	51
5488	F	31
5489	F	24
549	F	31
5493	F	41
5498	M	56
55	M	41
550	F	51
5501	F	31
5502	F	31
5504	F	51
551	F	41
5510	F	24
5511	F	51
5516	M	56
5517	F	62
5520	F	51
5521	M	31
5522	F	31
5526	M	41
5528	F	56
5535	F	31
5537	M	62
5539	M	31
5541	F	62
5547	M	24
5548	M	24
5550	F	41
5553	F	41
5554	F	31
5555	F	7
5559	F	56
5561	M	31
5562	M	41
5563	M	31
5565	F	24
5566	F	41
5567	F	56
5568	F	24
5569	M	24
5570	F	31
5572	M	31
5576	F	31
5579	M	41
558	F	41
5580	F	51
5582	F	51
5590	M	51
5593	F	56
5594	M	51
5596	F	41
5597	M	24
5598	F	24
56	F	41
5600	M	51
5602	F	41
5604	F	41
5605	M	24
5614	F	31
5615	F	41
5616	F	51
5620	F	41
5623	F	31
5627	F	31
5631	F	41
5632	M	24
5633	F	56
5636	F	31
5638	F	24
5639	M	24
564	F	51
5641	M	31
5643	M	41
5644	M	24
5646	F	24
5648	F	31
5649	M	24
5652	F	24
5654	F	31
5655	M	31
5663	M	41
5664	F	24
5665	F	24
5671	F	31
5674	F	41
5675	F	41
5676	F	31
5677	F	31
568	M	56
5680	F	56
5682	F	24
5686	F	62
5689	F	31
5692	M	31
5698	F	41
570	F	31
5704	M	24
5705	M	24
5706	F	24
5708	F	41
5710	F	31
5718	M	41
5723	F	24
5726	F	31
5730	F	24
5733	F	31
5734	M	31
5736	F	31
5737	F	51
5738	F	31
5739	F	31
574	F	31
5743	M	41
5746	F	24
5747	F	31
5749	F	31
5752	M	62
5754	M	24
5757	F	7
5762	M	41
5763	M	31
5769	F	51
577	F	41
5770	F	31
5774	F	24
5776	F	24
5777	F	7
578	F	24
5782	M	41
5787	F	31
5788	F	31
5789	F	31
5790	M	41
5791	F	24
5792	F	31
5795	F	31
58	F	31
5801	F	31
5805	M	31
5807	F	41
5808	M	31
5809	F	31
5812	M	31
5818	F	31
5824	F	24
5825	M	31
583	M	31
5831	F	31
5832	M	31
5833	M	41
5836	F	31
5838	M	51
5839	F	31
584	M	31
5841	M	41
5843	F	41
5845	M	31
5848	F	56
5849	F	41
5852	M	31
5855	F	56
5857	M	51
5858	F	31
5862	M	31
5865	F	31
5867	M	51
5868	F	41
5871	M	31
5874	F	31
588	M	31
5880	F	31
5886	F	31
5888	F	31
5898	M	24
590	M	41
5900	F	31
5902	F	56
5903	F	31
591	F	31
5910	M	51
5911	M	31
5912	F	31
5913	M	24
5914	F	41
5915	F	24
5920	M	31
5922	F	62
5927	F	41
593	M	56
5934	F	31
5936	F	24
5939	M	51
594	M	62
5942	F	51
5943	M	51
5949	F	24
595	F	31
5954	F	51
5956	M	24
5957	F	24
5958	F	51
5960	M	51
5964	F	24
5971	F	41
5972	M	31
5974	M	31
5975	F	31
5976	M	31
5978	F	41
5980	F	62
5982	F	41
5985	M	24
5987	F	31
599	F	56
5996	M	31
5998	F	24
6000	F	51
6002	F	56
6003	M	51
6010	F	41
6013	M	31
6016	F	51
6018	F	41
6023	F	31
6024	F	31
6026	F	41
603	M	31
6034	F	31
6035	M	31
6037	M	51
6040	F	31
605	M	24
609	F	31
610	F	31
611	F	41
613	F	41
620	F	24
622	F	31
623	F	31
626	F	24
631	F	41
637	F	41
641	M	41
646	F	41
651	F	41
654	F	56
656	M	51
659	M	31
660	F	51
661	F	51
663	M	31
664	F	41
666	M	24
669	F	31
671	F	24
676	F	24
677	F	56
678	F	31
679	F	41
680	F	31
682	F	31
686	F	24
687	M	31
692	M	31
693	F	41
695	M	24
696	F	31
701	M	24
702	F	41
710	F	31
712	F	31
713	F	41
716	F	24
718	F	24
720	F	24
721	M	41
722	F	31
725	F	62
727	F	41
728	F	31
732	F	31
733	F	41
735	F	31
737	F	7
746	M	24
749	F	41
750	M	41
752	M	31
754	F	41
755	M	41
757	F	31
758	F	41
760	F	62
765	F	31
769	F	51
774	F	24
777	F	24
778	F	24
785	F	24
796	F	56
8	F	31
80	F	62
802	F	31
804	F	31
808	F	31
810	F	31
811	F	56
82	F	31
821	F	24
822	M	31
824	F	41
825	F	62
829	F	7
833	F	41
839	F	31
84	F	24
845	M	24
854	M	31
855	M	24
862	F	41
864	M	31
873	F	62
875	F	7
877	F	31
88	M	51
881	F	24
884	F	7
885	F	41
887	M	62
89	M	62
891	F	31
897	F	31
898	F	31
899	M	31
9	F	31
90	F	62
903	F	62
905	M	51
908	M	56
911	F	56
914	M	41
915	F	31
917	F	56
918	M	51
921	F	31
922	F	62
928	M	62
932	M	41
933	F	51
935	F	41
937	F	31
943	M	51
945	F	51
946	F	41
